Index,Node,index_in_graph,node_id,meaning,category
6382,6383,,6383,M11.24 Other chondrocalcinosis (Hand),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6383,6384,,6384,M11.25 Other chondrocalcinosis (Pelvic region and thigh),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6384,6385,,6385,M11.26 Other chondrocalcinosis (Lower leg),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6385,6386,,6386,M11.27 Other chondrocalcinosis (Ankle and foot),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6386,6387,,6387,M11.28 Other chondrocalcinosis (Other),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6387,6388,,6388,M11.29 Other chondrocalcinosis (Site unspecified),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6388,6389,,6389,M11.8 Other specified crystal arthropathies,Chapter XIII Diseases of the musculoskeletal system and connective tissue
6389,6390,,6390,M11.80 Other specified crystal arthropathies (Multiple sites),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6390,6391,,6391,M11.81 Other specified crystal arthropathies (Shoulder region),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6391,6392,,6392,M11.82 Other specified crystal arthropathies (Upper arm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6392,6393,,6393,M11.83 Other specified crystal arthropathies (Forearm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6393,6394,,6394,M11.84 Other specified crystal arthropathies (Hand),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6394,6395,,6395,M11.85 Other specified crystal arthropathies (Pelvic region and thigh),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6395,6396,,6396,M11.86 Other specified crystal arthropathies (Lower leg),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6396,6397,,6397,M11.87 Other specified crystal arthropathies (Ankle and foot),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6397,6398,,6398,M11.88 Other specified crystal arthropathies (Other),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6398,6399,,6399,M11.89 Other specified crystal arthropathies (Site unspecified),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6399,6400,,6400,"M11.9 Crystal arthropathy, unspecified",Chapter XIII Diseases of the musculoskeletal system and connective tissue
6400,6401,,6401,"M11.90 Crystal arthropathy, unspecified (Multiple sites)",Chapter XIII Diseases of the musculoskeletal system and connective tissue
6401,6402,,6402,"M11.91 Crystal arthropathy, unspecified (Shoulder region)",Chapter XIII Diseases of the musculoskeletal system and connective tissue
6402,6403,,6403,"M11.92 Crystal arthropathy, unspecified (Upper arm)",Chapter XIII Diseases of the musculoskeletal system and connective tissue
6403,6404,,6404,"M11.93 Crystal arthropathy, unspecified (Forearm)",Chapter XIII Diseases of the musculoskeletal system and connective tissue
6404,6405,,6405,"M11.94 Crystal arthropathy, unspecified (Hand)",Chapter XIII Diseases of the musculoskeletal system and connective tissue
6405,6406,,6406,"M11.95 Crystal arthropathy, unspecified (Pelvic region and thigh)",Chapter XIII Diseases of the musculoskeletal system and connective tissue
6406,6407,,6407,"M11.96 Crystal arthropathy, unspecified (Lower leg)",Chapter XIII Diseases of the musculoskeletal system and connective tissue
6407,6408,,6408,"M11.97 Crystal arthropathy, unspecified (Ankle and foot)",Chapter XIII Diseases of the musculoskeletal system and connective tissue
6408,6409,,6409,"M11.98 Crystal arthropathy, unspecified (Other)",Chapter XIII Diseases of the musculoskeletal system and connective tissue
6409,6410,,6410,"M11.99 Crystal arthropathy, unspecified (Site unspecified)",Chapter XIII Diseases of the musculoskeletal system and connective tissue
6410,6411,889.0,6411,M12 Other specific arthropathies,Chapter XIII Diseases of the musculoskeletal system and connective tissue
6411,6412,,6412,M12.0 Chronic postrheumatic arthropathy [Jaccoud],Chapter XIII Diseases of the musculoskeletal system and connective tissue
6412,6413,,6413,M12.00 Chronic postrheumatic arthropathy [Jaccoud] (Multiple sites),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6413,6414,,6414,M12.01 Chronic postrheumatic arthropathy [Jaccoud] (Shoulder region),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6414,6415,,6415,M12.02 Chronic postrheumatic arthropathy [Jaccoud] (Upper arm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6415,6416,,6416,M12.03 Chronic postrheumatic arthropathy [Jaccoud] (Forearm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6416,6417,,6417,M12.04 Chronic postrheumatic arthropathy [Jaccoud] (Hand),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6417,6418,,6418,M12.05 Chronic postrheumatic arthropathy [Jaccoud] (Pelvic region and thigh),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6418,6419,,6419,M12.06 Chronic postrheumatic arthropathy [Jaccoud] (Lower leg),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6419,6420,,6420,M12.07 Chronic postrheumatic arthropathy [Jaccoud] (Ankle and foot),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6420,6421,,6421,M12.08 Chronic postrheumatic arthropathy [Jaccoud] (Other),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6421,6422,,6422,M12.09 Chronic postrheumatic arthropathy [Jaccoud] (Site unspecified),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6422,6423,,6423,M12.1 Kaschin-Beck disease,Chapter XIII Diseases of the musculoskeletal system and connective tissue
6423,6424,,6424,M12.10 Kaschin-Beck disease (Multiple sites),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6424,6425,,6425,M12.11 Kaschin-Beck disease (Shoulder region),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6425,6426,,6426,M12.12 Kaschin-Beck disease (Upper arm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6426,6427,,6427,M12.13 Kaschin-Beck disease (Forearm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6427,6428,,6428,M12.14 Kaschin-Beck disease (Hand),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6428,6429,,6429,M12.15 Kaschin-Beck disease (Pelvic region and thigh),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6429,6430,,6430,M12.16 Kaschin-Beck disease (Lower leg),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6430,6431,,6431,M12.17 Kaschin-Beck disease (Ankle and foot),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6431,6432,,6432,M12.18 Kaschin-Beck disease (Other),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6432,6433,,6433,M12.19 Kaschin-Beck disease (Site unspecified),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6433,6434,,6434,M12.2 Villonodular synovitis (pigmented),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6434,6435,,6435,M12.20 Villonodular synovitis (pigmented) (Multiple sites),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6435,6436,,6436,M12.21 Villonodular synovitis (pigmented) (Shoulder region),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6436,6437,,6437,M12.22 Villonodular synovitis (pigmented) (Upper arm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6437,6438,,6438,M12.23 Villonodular synovitis (pigmented) (Forearm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6438,6439,,6439,M12.24 Villonodular synovitis (pigmented) (Hand),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6439,6440,,6440,M12.25 Villonodular synovitis (pigmented) (Pelvic region and thigh),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6440,6441,,6441,M12.26 Villonodular synovitis (pigmented) (Lower leg),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6441,6442,,6442,M12.27 Villonodular synovitis (pigmented) (Ankle and foot),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6442,6443,,6443,M12.28 Villonodular synovitis (pigmented) (Other),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6443,6444,,6444,M12.29 Villonodular synovitis (pigmented) (Site unspecified),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6444,6445,,6445,M12.3 Palindromic rheumatism,Chapter XIII Diseases of the musculoskeletal system and connective tissue
6445,6446,,6446,M12.30 Palindromic rheumatism (Multiple sites),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6446,6447,,6447,M12.31 Palindromic rheumatism (Shoulder region),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6447,6448,,6448,M12.32 Palindromic rheumatism (Upper arm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6448,6449,,6449,M12.33 Palindromic rheumatism (Forearm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6449,6450,,6450,M12.34 Palindromic rheumatism (Hand),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6450,6451,,6451,M12.35 Palindromic rheumatism (Pelvic region and thigh),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6451,6452,,6452,M12.36 Palindromic rheumatism (Lower leg),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6452,6453,,6453,M12.37 Palindromic rheumatism (Ankle and foot),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6453,6454,,6454,M12.38 Palindromic rheumatism (Other),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6454,6455,,6455,M12.39 Palindromic rheumatism (Site unspecified),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6455,6456,,6456,M12.4 Intermittent hydrarthrosis,Chapter XIII Diseases of the musculoskeletal system and connective tissue
6456,6457,,6457,M12.40 Intermittent hydrarthrosis (Multiple sites),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6457,6458,,6458,M12.41 Intermittent hydrarthrosis (Shoulder region),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6458,6459,,6459,M12.42 Intermittent hydrarthrosis (Upper arm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6459,6460,,6460,M12.43 Intermittent hydrarthrosis (Forearm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6460,6461,,6461,M12.44 Intermittent hydrarthrosis (Hand),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6461,6462,,6462,M12.45 Intermittent hydrarthrosis (Pelvic region and thigh),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6462,6463,,6463,M12.46 Intermittent hydrarthrosis (Lower leg),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6463,6464,,6464,M12.47 Intermittent hydrarthrosis (Ankle and foot),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6464,6465,,6465,M12.48 Intermittent hydrarthrosis (Other),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6465,6466,,6466,M12.49 Intermittent hydrarthrosis (Site unspecified),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6466,6467,,6467,M12.5 Traumatic arthropathy,Chapter XIII Diseases of the musculoskeletal system and connective tissue
6467,6468,,6468,M12.50 Traumatic arthropathy (Multiple sites),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6468,6469,,6469,M12.51 Traumatic arthropathy (Shoulder region),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6469,6470,,6470,M12.52 Traumatic arthropathy (Upper arm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6470,6471,,6471,M12.53 Traumatic arthropathy (Forearm),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6471,6472,,6472,M12.54 Traumatic arthropathy (Hand),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6472,6473,,6473,M12.55 Traumatic arthropathy (Pelvic region and thigh),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6473,6474,,6474,M12.56 Traumatic arthropathy (Lower leg),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6474,6475,,6475,M12.57 Traumatic arthropathy (Ankle and foot),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6475,6476,,6476,M12.58 Traumatic arthropathy (Other),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6476,6477,,6477,M12.59 Traumatic arthropathy (Site unspecified),Chapter XIII Diseases of the musculoskeletal system and connective tissue
6477,6478,,6478,"M12.8 Other specific arthropathies, not elsewhere classified",Chapter XIII Diseases of the musculoskeletal system and connective tissue
6478,6479,,6479,"M12.80 Other specific arthropathies, not elsewhere classified (Multiple sites)",Chapter XIII Diseases of the musculoskeletal system and connective tissue
6479,6480,,6480,"M12.81 Other specific arthropathies, not elsewhere classified (Shoulder region)",Chapter XIII Diseases of the musculoskeletal system and connective tissue
